Name,id,display_name,works_api_url,h_index,works_count,country_code
ryo sasaki,https://openalex.org/A5016665259,Ryo Sasaki,https://api.openalex.org/works?filter=author.id:A5016665259,23.0,211.0,JP
caroline violot,https://openalex.org/A5094063486,Caroline Violot,https://api.openalex.org/works?filter=author.id:A5094063486,1.0,7.0,CH
vera sosnovik,https://openalex.org/A5083550860,Vera Sosnovik,https://api.openalex.org/works?filter=author.id:A5083550860,2.0,7.0,
mathias humbert,https://openalex.org/A5053332520,Mathias Humbert,https://api.openalex.org/works?filter=author.id:A5053332520,21.0,96.0,CH
yan wang,https://openalex.org/A5101759768,Dayan Wang,https://api.openalex.org/works?filter=author.id:A5101759768,54.0,349.0,CN
ruining he,https://openalex.org/A5109587088,Ruining He,https://api.openalex.org/works?filter=author.id:A5109587088,18.0,30.0,
diletta goglia,https://openalex.org/A5063013145,Diletta Goglia,https://api.openalex.org/works?filter=author.id:A5063013145,2.0,6.0,IT
davide vega,https://openalex.org/A5019051904,Davide Vega,https://api.openalex.org/works?filter=author.id:A5019051904,11.0,55.0,
ece calikus,https://openalex.org/A5004308290,Ece Calikus,https://api.openalex.org/works?filter=author.id:A5004308290,6.0,14.0,SE
anton gollwitzer,https://openalex.org/A5031295007,Anton Gollwitzer,https://api.openalex.org/works?filter=author.id:A5031295007,19.0,59.0,NO
franziska weeber,https://openalex.org/A5001708723,Franziska Weeber,https://api.openalex.org/works?filter=author.id:A5001708723,2.0,8.0,DE
tanise ceron,https://openalex.org/A5057586513,Tanise Ceron,https://api.openalex.org/works?filter=author.id:A5057586513,3.0,13.0,DE
sebastian padó,https://openalex.org/A5003870894,Sebastian Padó,https://api.openalex.org/works?filter=author.id:A5003870894,35.0,220.0,
isabelle langrock,https://openalex.org/A5029529751,Isabelle Langrock,https://api.openalex.org/works?filter=author.id:A5029529751,3.0,8.0,FR
jen schradie,https://openalex.org/A5011481532,Jen Schradie,https://api.openalex.org/works?filter=author.id:A5011481532,11.0,51.0,FR
xinyang wang,https://openalex.org/A5108696289,Xinyang Wang,https://api.openalex.org/works?filter=author.id:A5108696289,50.0,404.0,CN
zhouhan chen,https://openalex.org/A5027253160,Zhouhan Chen,https://api.openalex.org/works?filter=author.id:A5027253160,6.0,7.0,CN
erin walk,https://openalex.org/A5075790566,Erin Walk,https://api.openalex.org/works?filter=author.id:A5075790566,3.0,10.0,US
sean westwood,https://openalex.org/A5005694063,Sean Westwood,https://api.openalex.org/works?filter=author.id:A5005694063,22.0,129.0,US
derek holliday,https://openalex.org/A5011855937,Derek Holliday,https://api.openalex.org/works?filter=author.id:A5011855937,6.0,14.0,US
janine schröder,https://openalex.org/A5044701156,Janine Schröder,https://api.openalex.org/works?filter=author.id:A5044701156,2.0,12.0,
raphael richter,https://openalex.org/A5000975021,Raphael Richter,https://api.openalex.org/works?filter=author.id:A5000975021,5.0,14.0,DE
arkadiusz lipiecki,https://openalex.org/A5080988332,Arkadiusz Lipiecki,https://api.openalex.org/works?filter=author.id:A5080988332,3.0,14.0,
katarzyna sznajd-weron,https://openalex.org/A5089975070,Katarzyna Sznajd-Weron,https://api.openalex.org/works?filter=author.id:A5089975070,24.0,116.0,PL
barbara kamińska,https://openalex.org/A5035237325,Barbara Kamińska,https://api.openalex.org/works?filter=author.id:A5035237325,19.0,86.0,
stanisław stępień,https://openalex.org/A5025826537,Krzysztof Stępień,https://api.openalex.org/works?filter=author.id:A5025826537,17.0,119.0,PL
michalina janik,https://openalex.org/A5122308898,Michalina Janik,https://api.openalex.org/works?filter=author.id:A5122308898,0.0,2.0,
mateusz nurek,https://openalex.org/A5001887300,Mateusz Nurek,https://api.openalex.org/works?filter=author.id:A5001887300,3.0,12.0,
akrati saxena,https://openalex.org/A5055236010,Akrati Saxena,https://api.openalex.org/works?filter=author.id:A5055236010,12.0,88.0,NL
radosław michalski,https://openalex.org/A5089195241,Radosław Michalski,https://api.openalex.org/works?filter=author.id:A5089195241,21.0,70.0,PL
samuel martin-gutierrez,https://openalex.org/A5067456203,Samuel Martín-Gutíerrez,https://api.openalex.org/works?filter=author.id:A5067456203,7.0,26.0,
nicola cinardi,https://openalex.org/A5012591564,Roberta Angelico,https://api.openalex.org/works?filter=author.id:A5012591564,26.0,155.0,
huang chenwen,https://openalex.org/A5030190071,Chenwen Huang,https://api.openalex.org/works?filter=author.id:A5030190071,3.0,6.0,CN
yasin yılmaz,https://openalex.org/A5036320427,Yasin Yılmaz,https://api.openalex.org/works?filter=author.id:A5036320427,24.0,182.0,TR
şükrü atsızelti,https://openalex.org/A5093136191,Şükrü Atsızelti,https://api.openalex.org/works?filter=author.id:A5093136191,2.0,8.0,TR
yunus uğur,https://openalex.org/A5015353040,Yunus Uğur,https://api.openalex.org/works?filter=author.id:A5015353040,3.0,32.0,TR
jiayu chen,https://openalex.org/A5100380043,Jiayu Chen,https://api.openalex.org/works?filter=author.id:A5100380043,32.0,217.0,CN
bruno t. sugano,https://openalex.org/A5116143840,Bruno Toshio SUGANO,https://api.openalex.org/works?filter=author.id:A5116143840,0.0,2.0,
tasuku igarashi,https://openalex.org/A5020702662,Tasuku Igarashi,https://api.openalex.org/works?filter=author.id:A5020702662,14.0,87.0,JP
wenchang wang,https://openalex.org/A5101631682,Wenchang Wang,https://api.openalex.org/works?filter=author.id:A5101631682,36.0,228.0,CN
kohei ishii,https://openalex.org/A5040581923,Kohei Nakachi,https://api.openalex.org/works?filter=author.id:A5040581923,23.0,93.0,JP
akihiro kameda,https://openalex.org/A5005645734,Akihiro Kameda,https://api.openalex.org/works?filter=author.id:A5005645734,7.0,23.0,US
adrien letellier,https://openalex.org/A5082562050,Adrien Letellier,https://api.openalex.org/works?filter=author.id:A5082562050,4.0,5.0,CA
alessandro riboni,https://openalex.org/A5011822190,Francisco J. Ruge‐Murcia,https://api.openalex.org/works?filter=author.id:A5011822190,25.0,94.0,CA
francisco ruge-murcia,https://openalex.org/A5076779869,Alexander L. Wolman,https://api.openalex.org/works?filter=author.id:A5076779869,22.0,103.0,US
yulin dong,https://openalex.org/A5102276878,Yulin Dong,https://api.openalex.org/works?filter=author.id:A5102276878,17.0,35.0,CN
lusha zhu,https://openalex.org/A5088453666,Andrew S. Kayser,https://api.openalex.org/works?filter=author.id:A5088453666,24.0,76.0,US
elisabetta colosi,https://openalex.org/A5021538265,Elisabetta Colosi,https://api.openalex.org/works?filter=author.id:A5021538265,4.0,12.0,FR
maria cucciniello,https://openalex.org/A5041723151,Maria Cucciniello,https://api.openalex.org/works?filter=author.id:A5041723151,24.0,86.0,IT
lorenzo lucchini,https://openalex.org/A5027019842,Lorenzo Lucchini,https://api.openalex.org/works?filter=author.id:A5027019842,8.0,36.0,
vittoria colizza,https://openalex.org/A5025218537,Vittoria Colizza,https://api.openalex.org/works?filter=author.id:A5025218537,60.0,274.0,FR
yamir moreno,https://openalex.org/A5084793824,Yamir Moreno,https://api.openalex.org/works?filter=author.id:A5084793824,75.0,441.0,
renu singh,https://openalex.org/A5050812782,Renu Singh,https://api.openalex.org/works?filter=author.id:A5050812782,23.0,95.0,
filippo trentini,https://openalex.org/A5036743779,Filippo Trentini,https://api.openalex.org/works?filter=author.id:A5036743779,28.0,88.0,US
yuhan li,https://openalex.org/A5020228335,Yiyun Cheng,https://api.openalex.org/works?filter=author.id:A5020228335,66.0,283.0,US
nicolò gozzi,https://openalex.org/A5069579180,Nicolò Gozzi,https://api.openalex.org/works?filter=author.id:A5069579180,13.0,47.0,US
nicola perra,https://openalex.org/A5031799782,Nicola Perra,https://api.openalex.org/works?filter=author.id:A5031799782,36.0,139.0,US
robert paluch,https://openalex.org/A5065140311,Robert Paluch,https://api.openalex.org/works?filter=author.id:A5065140311,5.0,14.0,PL
robert jankowski,https://openalex.org/A5032478403,Robert Jankowski,https://api.openalex.org/works?filter=author.id:A5032478403,44.0,284.0,ES
sascha grehl,https://openalex.org/A5045760597,Sascha Grehl,https://api.openalex.org/works?filter=author.id:A5045760597,3.0,8.0,DE
nico mutzner,https://openalex.org/A5050477935,Nico Mutzner,https://api.openalex.org/works?filter=author.id:A5050477935,3.0,7.0,CH
heiko rauhut,https://openalex.org/A5006672000,Heiko Rauhut,https://api.openalex.org/works?filter=author.id:A5006672000,16.0,83.0,
christopher k. frantz,https://openalex.org/A5090537015,Christopher Frantz,https://api.openalex.org/works?filter=author.id:A5090537015,10.0,73.0,NO
davide beraldo,https://openalex.org/A5061221995,Davide Beraldo,https://api.openalex.org/works?filter=author.id:A5061221995,9.0,23.0,NL
valeria rainero,https://openalex.org/A5123681003,Valeria Rainero,https://api.openalex.org/works?filter=author.id:A5123681003,0.0,1.0,
ruud luijkx,https://openalex.org/A5074231430,Ruud Luijkx,https://api.openalex.org/works?filter=author.id:A5074231430,30.0,175.0,
niclas frederic sturm,https://openalex.org/A5116019828,Niclas Frederic Sturm,https://api.openalex.org/works?filter=author.id:A5116019828,1.0,2.0,PT
cristian candia,https://openalex.org/A5075717967,Cristián Candia,https://api.openalex.org/works?filter=author.id:A5075717967,8.0,57.0,US
bruno damásio,https://openalex.org/A5002552451,Bruno Figueiredo Damásio,https://api.openalex.org/works?filter=author.id:A5002552451,23.0,98.0,BR
flávio l. pinheiro,https://openalex.org/A5056296020,Flávio L. Pinheiro,https://api.openalex.org/works?filter=author.id:A5056296020,21.0,98.0,PT
daniel juhász vigild,https://openalex.org/A5107662833,Daniel Juhász Vigild,https://api.openalex.org/works?filter=author.id:A5107662833,1.0,1.0,DK
richard cannon,https://openalex.org/A5111619738,Richard O. Cannon,https://api.openalex.org/works?filter=author.id:A5111619738,74.0,230.0,
jim everett,https://openalex.org/A5024663213,Jim A. C. Everett,https://api.openalex.org/works?filter=author.id:A5024663213,30.0,102.0,GB
amr hilal,https://openalex.org/A5001076668,Amr Hilal,https://api.openalex.org/works?filter=author.id:A5001076668,5.0,23.0,US
sijia qian,https://openalex.org/A5044652655,Magdalena Wojcieszak,https://api.openalex.org/works?filter=author.id:A5044652655,39.0,177.0,PL
alexander mintz,https://openalex.org/A5067988005,Alexander Birbrair,https://api.openalex.org/works?filter=author.id:A5067988005,41.0,215.0,US
ohhyun kwon,https://openalex.org/A5101848967,Oh‐Hyun Kwon,https://api.openalex.org/works?filter=author.id:A5101848967,8.0,31.0,KR
lav r. varshney,https://openalex.org/A5065423139,Lav R. Varshney,https://api.openalex.org/works?filter=author.id:A5065423139,33.0,447.0,US
woo-sung jung,https://openalex.org/A5040094074,Woo‐Sung Jung,https://api.openalex.org/works?filter=author.id:A5040094074,25.0,156.0,
ola ali,https://openalex.org/A5088930027,Khalid S. Khan,https://api.openalex.org/works?filter=author.id:A5088930027,100.0,1052.0,
gergely mónus,https://openalex.org/A5039822591,Gergely Mónus,https://api.openalex.org/works?filter=author.id:A5039822591,2.0,4.0,
jiaxuan li,https://openalex.org/A5061797775,Zhiwei Yang,https://api.openalex.org/works?filter=author.id:A5061797775,46.0,353.0,CN
daniela perrotta,https://openalex.org/A5017402210,F. Perrotta,https://api.openalex.org/works?filter=author.id:A5017402210,108.0,267.0,IT
saule bekova,https://openalex.org/A5016944327,Сауле Бекова,https://api.openalex.org/works?filter=author.id:A5016944327,9.0,33.0,AU
daniel o'brien,https://openalex.org/A5101447815,Daniel R. O’Brien,https://api.openalex.org/works?filter=author.id:A5101447815,34.0,146.0,US
caspar j. van lissa,https://openalex.org/A5069426228,Caspar J. Van Lissa,https://api.openalex.org/works?filter=author.id:A5069426228,36.0,200.0,NL
robin na,https://openalex.org/A5041535475,Naihua Duan,https://api.openalex.org/works?filter=author.id:A5041535475,84.0,353.0,CN
azza bouleimen,https://openalex.org/A5076789096,Azza Bouleimen,https://api.openalex.org/works?filter=author.id:A5076789096,1.0,8.0,CH
giordano de marzo,https://openalex.org/A5020804251,Giordano De Marzo,https://api.openalex.org/works?filter=author.id:A5020804251,8.0,51.0,
taehee kim,https://openalex.org/A5100369134,Taehee Kim,https://api.openalex.org/works?filter=author.id:A5100369134,26.0,85.0,KR
hannah metzler,https://openalex.org/A5054129638,H. Metzler,https://api.openalex.org/works?filter=author.id:A5054129638,23.0,145.0,SE
ben lasse wolf,https://openalex.org/A5011976528,Ben Lasse Wolf,https://api.openalex.org/works?filter=author.id:A5011976528,0.0,3.0,DE
na jiang,https://openalex.org/A5101667175,Na Jiang,https://api.openalex.org/works?filter=author.id:A5101667175,29.0,232.0,JP
boyu wang,https://openalex.org/A5079920605,Pong C. Yuen,https://api.openalex.org/works?filter=author.id:A5079920605,64.0,345.0,HK
andrew crooks,https://openalex.org/A5049314735,Andrew Crooks,https://api.openalex.org/works?filter=author.id:A5049314735,42.0,210.0,
ruggero marino lazzaroni,https://openalex.org/A5113390774,Ruggero Marino Lazzaroni,https://api.openalex.org/works?filter=author.id:A5113390774,1.0,2.0,DE
philipp reineke,https://openalex.org/A5057067619,Philipp Reineke,https://api.openalex.org/works?filter=author.id:A5057067619,3.0,10.0,US
jibeom seo,https://openalex.org/A5101462903,Jin H. Seo,https://api.openalex.org/works?filter=author.id:A5101462903,25.0,136.0,KR
beom jun kim,https://openalex.org/A5101866798,Beom Jun Kim,https://api.openalex.org/works?filter=author.id:A5101866798,31.0,235.0,KR
jonathan ivey,https://openalex.org/A5111084104,Jonathan Ivey,https://api.openalex.org/works?filter=author.id:A5111084104,1.0,5.0,
shivani kumar,https://openalex.org/A5056889098,Saru Kumari,https://api.openalex.org/works?filter=author.id:A5056889098,68.0,404.0,IN
jiayu liu,https://openalex.org/A5100329932,Xi Chen,https://api.openalex.org/works?filter=author.id:A5100329932,81.0,928.0,CN
rohan raju,https://openalex.org/A5008734987,Shibendu Shekhar Roy,https://api.openalex.org/works?filter=author.id:A5008734987,31.0,352.0,
junghwan kim,https://openalex.org/A5100360502,Junghwan Kim,https://api.openalex.org/works?filter=author.id:A5100360502,44.0,182.0,KR
tariq choucair,https://openalex.org/A5043435281,Tariq Choucair,https://api.openalex.org/works?filter=author.id:A5043435281,4.0,34.0,AU
kateryna kasianenko,https://openalex.org/A5052947335,Kateryna Kasianenko,https://api.openalex.org/works?filter=author.id:A5052947335,3.0,10.0,AU
ehsan dehghan,https://openalex.org/A5074870255,Ehsan Dehghan,https://api.openalex.org/works?filter=author.id:A5074870255,15.0,93.0,AU
axel bruns,https://openalex.org/A5025254950,Axel Bruns,https://api.openalex.org/works?filter=author.id:A5025254950,58.0,526.0,AU
vish padinjaredath suresh,https://openalex.org/A5015889955,Padinjaredath Suresh Vishnuprasad,https://api.openalex.org/works?filter=author.id:A5015889955,3.0,3.0,AU
sebastian svegaard,https://openalex.org/A5030630783,Sebastian F. K. Svegaard,https://api.openalex.org/works?filter=author.id:A5030630783,2.0,14.0,AU
samantha vilkins,https://openalex.org/A5052234409,Samantha Vilkins,https://api.openalex.org/works?filter=author.id:A5052234409,5.0,18.0,AU
ben dennes,https://openalex.org/A5074377249,Ben Dennes,https://api.openalex.org/works?filter=author.id:A5074377249,1.0,2.0,GB
travis coan,https://openalex.org/A5060009020,Travis Coan,https://api.openalex.org/works?filter=author.id:A5060009020,21.0,83.0,GB
saffron o'neill,https://openalex.org/A5071226975,Saffron O’Neill,https://api.openalex.org/works?filter=author.id:A5071226975,36.0,91.0,GB
hywel t.p. williams,https://openalex.org/A5029718403,Hywel T. P. Williams,https://api.openalex.org/works?filter=author.id:A5029718403,29.0,111.0,GB
agnieszka czaplicka,https://openalex.org/A5086011172,Agnieszka Czaplicka,https://api.openalex.org/works?filter=author.id:A5086011172,6.0,23.0,PL
fabian baumann,https://openalex.org/A5011769443,Román Scoccimarro,https://api.openalex.org/works?filter=author.id:A5011769443,69.0,133.0,US
thomas chesney,https://openalex.org/A5050750056,Thomas Chesney,https://api.openalex.org/works?filter=author.id:A5050750056,17.0,109.0,
tahmineh godazgar,https://openalex.org/A5004333240,Tahmineh Godazgar,https://api.openalex.org/works?filter=author.id:A5004333240,1.0,1.0,IR
diogo geraldes,https://openalex.org/A5045790313,Diogo M. Geraldes,https://api.openalex.org/works?filter=author.id:A5045790313,9.0,15.0,
max r. p. grossmann,https://openalex.org/A5012128678,Max R. P. Grossmann,https://api.openalex.org/works?filter=author.id:A5012128678,2.0,9.0,DE
mengmeng wu,https://openalex.org/A5115588111,Mengmeng Wu,https://api.openalex.org/works?filter=author.id:A5115588111,113.0,940.0,US
wifag adnan,https://openalex.org/A5068231975,Wifag Adnan,https://api.openalex.org/works?filter=author.id:A5068231975,7.0,29.0,US
